Class; Value; Class start; Class end;
198;45;339.962504950317;341.688202944988;
199;63;341.688202944989;343.413900939660;
200;44;343.413900939660;345.139598934332;
201;38;345.139598934332;346.865296929003;
202;62;346.865296929003;348.590994923675;
203;54;348.590994923675;350.316692918347;
204;95;350.316692918347;352.042390913018;
205;67;352.042390913018;353.768088907690;
206;56;353.768088907690;355.493786902362;
207;55;355.493786902362;357.219484897033;
208;33;357.219484897033;358.945182891705;
209;28;358.945182891705;360.670880886377;
210;84;360.670880886377;362.396578881048;
211;44;362.396578881048;364.122276875720;
212;33;364.122276875720;365.847974870392;
213;45;365.847974870392;367.573672865063;
214;37;367.573672865063;369.299370859735;
215;34;369.299370859735;371.025068854407;
216;38;371.025068854407;372.750766849078;
217;95;372.750766849078;374.476464843750;
218;36;374.476464843750;376.202162838422;
219;26;376.202162838422;377.927860833093;
220;30;377.927860833093;379.653558827765;
221;30;379.653558827765;381.379256822437;
222;34;381.379256822437;383.104954817108;
223;106;383.104954817108;384.830652811780;
224;27;384.830652811780;386.556350806452;
225;26;386.556350806452;388.282048801123;
226;30;388.282048801123;390.007746795795;
227;40;390.007746795795;391.733444790467;
228;31;391.733444790467;393.459142785138;
229;60;393.459142785138;395.184840779810;
230;32;395.184840779810;396.910538774482;
231;31;396.910538774482;398.636236769153;
232;43;398.636236769153;400.361934763825;
233;32;400.361934763825;402.087632758497;
234;34;402.087632758497;403.813330753168;
235;52;403.813330753168;405.539028747840;
236;37;405.539028747840;407.264726742512;
237;33;407.264726742512;408.990424737183;
238;31;408.990424737183;410.716122731855;
239;29;410.716122731855;412.441820726526;
240;31;412.441820726527;414.167518721198;
241;37;414.167518721198;415.893216715870;
242;25;415.893216715870;417.618914710541;
243;19;417.618914710542;419.344612705213;
244;26;419.344612705213;421.070310699885;
245;22;421.070310699885;422.796008694556;
246;16;422.796008694556;424.521706689228;
247;31;424.521706689228;426.247404683900;
248;17;426.247404683900;427.973102678571;
249;14;427.973102678571;429.698800673243;
250;17;429.698800673243;431.424498667915;
251;24;431.424498667915;433.150196662586;
252;25;433.150196662586;434.875894657258;
253;22;434.875894657258;436.601592651930;
254;27;436.601592651930;438.327290646601;
255;28;438.327290646601;440.052988641273;
256;22;440.052988641273;441.778686635945;
257;40;441.778686635945;443.504384630616;
258;31;443.504384630616;445.230082625288;
259;22;445.230082625288;446.955780619960;
260;36;446.955780619960;448.681478614631;
261;24;448.681478614631;450.407176609303;
262;37;450.407176609303;452.132874603975;
263;65;452.132874603975;453.858572598646;
264;25;453.858572598646;455.584270593318;
265;23;455.584270593318;457.309968587990;
266;21;457.309968587990;459.035666582661;
267;22;459.035666582661;460.761364577333;
268;45;460.761364577333;462.487062572005;
269;17;462.487062572005;464.212760566676;
270;15;464.212760566676;465.938458561348;
271;20;465.938458561348;467.664156556020;
272;21;467.664156556020;469.389854550691;
273;32;469.389854550691;471.115552545363;
274;24;471.115552545363;472.841250540035;
275;22;472.841250540035;474.566948534706;
276;26;474.566948534706;476.292646529378;
277;27;476.292646529378;478.018344524050;
278;33;478.018344524050;479.744042518721;
279;16;479.744042518721;481.469740513393;
280;22;481.469740513393;483.195438508065;
281;14;483.195438508065;484.921136502736;
282;6;484.921136502736;486.646834497408;
283;13;486.646834497408;488.372532492079;
284;17;488.372532492080;490.098230486751;
285;16;490.098230486751;491.823928481423;
286;15;491.823928481423;493.549626476094;
287;23;493.549626476094;495.275324470766;
288;15;495.275324470766;497.001022465438;
289;9;497.001022465438;498.726720460109;
290;9;498.726720460109;500.452418454781;
291;15;500.452418454781;502.178116449453;
292;11;502.178116449453;503.903814444124;
293;30;503.903814444124;505.629512438796;
294;5;505.629512438796;507.355210433468;
295;24;507.355210433468;509.080908428139;
296;13;509.080908428139;510.806606422811;
297;15;510.806606422811;512.532304417483;
298;14;512.532304417483;514.258002412154;
299;11;514.258002412154;515.983700406826;
300;14;515.983700406826;517.709398401498;
301;10;517.709398401498;519.435096396169;
302;30;519.435096396169;521.160794390841;
303;14;521.160794390841;522.886492385513;
304;9;522.886492385513;524.612190380184;
305;10;524.612190380184;526.337888374856;
306;30;526.337888374856;528.063586369528;
307;11;528.063586369528;529.789284364199;
308;19;529.789284364199;531.514982358871;
309;17;531.514982358871;533.240680353543;
310;11;533.240680353543;534.966378348214;
311;12;534.966378348214;536.692076342886;
312;15;536.692076342886;538.417774337558;
313;14;538.417774337558;540.143472332229;
314;8;540.143472332229;541.869170326901;
315;19;541.869170326901;543.594868321573;
316;13;543.594868321573;545.320566316244;
317;13;545.320566316244;547.046264310916;
318;12;547.046264310916;548.771962305588;
319;13;548.771962305588;550.497660300259;
320;30;550.497660300259;552.223358294931;
321;13;552.223358294931;553.949056289603;
322;16;553.949056289603;555.674754284274;
323;12;555.674754284274;557.400452278946;
324;19;557.400452278946;559.126150273618;
325;18;559.126150273618;560.851848268289;
326;20;560.851848268289;562.577546262961;
327;12;562.577546262961;564.303244257633;
328;27;564.303244257633;566.028942252304;
329;17;566.028942252304;567.754640246976;
330;17;567.754640246976;569.480338241647;
331;17;569.480338241647;571.206036236319;
332;32;571.206036236319;572.931734230991;
333;14;572.931734230991;574.657432225663;
334;30;574.657432225662;576.383130220334;
335;24;576.383130220334;578.108828215006;
336;16;578.108828215006;579.834526209678;
337;16;579.834526209678;581.560224204349;
338;17;581.560224204349;583.285922199021;
339;19;583.285922199021;585.011620193692;
340;21;585.011620193692;586.737318188364;
341;18;586.737318188364;588.463016183036;
342;14;588.463016183036;590.188714177707;
343;18;590.188714177707;591.914412172379;
344;22;591.914412172379;593.640110167051;
345;9;593.640110167051;595.365808161722;
346;13;595.365808161722;597.091506156394;
347;9;597.091506156394;598.817204151066;
348;26;598.817204151066;600.542902145737;
349;16;600.542902145737;602.268600140409;
350;13;602.268600140409;603.994298135081;
351;20;603.994298135081;605.719996129752;
352;19;605.719996129752;607.445694124424;
353;5;607.445694124424;609.171392119096;
354;12;609.171392119096;610.897090113767;
355;2;610.897090113767;612.622788108439;
356;6;612.622788108439;614.348486103111;
357;7;614.348486103111;616.074184097782;
358;10;616.074184097782;617.799882092454;
359;8;617.799882092454;619.525580087126;
360;11;619.525580087126;621.251278081797;
361;7;621.251278081797;622.976976076469;
362;5;622.976976076469;624.702674071141;
363;6;624.702674071141;626.428372065812;
364;4;626.428372065812;628.154070060484;
365;5;628.154070060484;629.879768055156;
366;10;629.879768055156;631.605466049827;
367;7;631.605466049827;633.331164044499;
368;15;633.331164044499;635.056862039171;
369;5;635.056862039170;636.782560033842;
370;4;636.782560033842;638.508258028514;
371;13;638.508258028514;640.233956023186;
372;8;640.233956023186;641.959654017857;
373;7;641.959654017857;643.685352012529;
374;6;643.685352012529;645.411050007201;
375;8;645.411050007201;647.136748001872;
376;1;647.136748001872;648.862445996544;
377;2;648.862445996544;650.588143991215;
378;5;650.588143991215;652.313841985887;
379;19;652.313841985887;654.039539980559;
380;10;654.039539980559;655.765237975230;
381;8;655.765237975230;657.490935969902;
382;19;657.490935969902;659.216633964574;
383;5;659.216633964574;660.942331959246;
384;4;660.942331959245;662.668029953917;
385;4;662.668029953917;664.393727948589;
386;14;664.393727948589;666.119425943260;
387;3;666.119425943260;667.845123937932;
388;4;667.845123937932;669.570821932604;
389;17;669.570821932604;671.296519927275;
390;6;671.296519927275;673.022217921947;
391;0;673.022217921947;674.747915916619;
392;4;674.747915916619;676.473613911290;
393;6;676.473613911290;678.199311905962;
394;4;678.199311905962;679.925009900634;
395;3;679.925009900634;681.650707895305;
396;7;681.650707895305;683.376405889977;
397;1;683.376405889977;685.102103884649;
398;5;685.102103884649;686.827801879320;
399;1;686.827801879320;688.553499873992;
400;14;688.553499873992;690.279197868664;
401;1;690.279197868664;692.004895863335;
402;3;692.004895863335;693.730593858007;
403;6;693.730593858007;695.456291852679;
404;1;695.456291852679;697.181989847350;
405;1;697.181989847350;698.907687842022;
406;3;698.907687842022;700.633385836694;
407;5;700.633385836694;702.359083831365;
408;1;702.359083831365;704.084781826037;
409;1;704.084781826037;705.810479820709;
410;6;705.810479820709;707.536177815380;
411;0;707.536177815380;709.261875810052;
412;1;709.261875810052;710.987573804724;
413;0;710.987573804724;712.713271799395;
414;4;712.713271799395;714.438969794067;
415;2;714.438969794067;716.164667788739;
416;1;716.164667788738;717.890365783410;
417;15;717.890365783410;719.616063778082;
418;1;719.616063778082;721.341761772754;
419;0;721.341761772753;723.067459767425;
420;6;723.067459767425;724.793157762097;
421;2;724.793157762097;726.518855756769;
422;2;726.518855756769;728.244553751440;
423;9;728.244553751440;729.970251746112;
424;0;729.970251746112;731.695949740783;
425;1;731.695949740783;733.421647735455;
426;0;733.421647735455;735.147345730127;
427;3;735.147345730127;736.873043724798;
428;0;736.873043724798;738.598741719470;
429;0;738.598741719470;740.324439714142;
430;13;740.324439714142;742.050137708813;
431;0;742.050137708813;743.775835703485;
432;2;743.775835703485;745.501533698157;
433;10;745.501533698157;747.227231692828;
434;2;747.227231692828;748.952929687500;
435;1;748.952929687500;750.678627682172;
436;2;750.678627682172;752.404325676843;
437;0;752.404325676843;754.130023671515;
438;0;754.130023671515;755.855721666187;
439;3;755.855721666187;757.581419660858;
