59,60,61,62,63,64,65,66,67,68,69,70,71
8.525853,7.599847,8.420857,6.082588,4.521358,2.026548,1.235733,0.894094,1.042305,1.666080,1.800436,1.894362,2.031029
7.719021,5.982594,5.461540,4.433276,3.767219,1.341631,0.621824,0.440639,0.464655,0.493068,0.856287,0.999471,1.222124
7.639058,6.187027,5.292981,3.909353,3.306143,1.134425,0.465433,0.345474,0.360874,0.399592,0.718849,0.814270,1.024860
6.716135,5.433253,5.001921,3.809764,2.647904,0.961002,0.391407,0.286963,0.304079,0.357669,0.654746,0.761992,0.965169
6.736075,5.438224,4.897834,3.586718,2.297399,0.828898,0.324942,0.249237,0.273791,0.327887,0.617997,0.726192,0.913694
6.530071,5.599621,5.009065,3.364884,1.988915,0.713617,0.272495,0.229482,0.249445,0.314937,0.603258,0.704672,0.877986
6.161790,5.786607,5.236649,3.223007,1.809340,0.629998,0.242223,0.215806,0.239063,0.311358,0.598180,0.695115,0.858623
